transcript_id,exon_id,rank,strand,start,end,version
ENST00000309486,ENSE00003618767,5,-1,41256139,41256278,1
ENST00000309486,ENSE00003472279,4,-1,41256885,41256973,1
ENST00000309486,ENSE00003529128,3,-1,41258473,41258550,1
ENST00000309486,ENSE00003566275,2,-1,41276034,41276132,1
ENST00000309486,ENSE00001601762,1,-1,41277294,41277468,1
ENST00000346315,ENSE00001312675,19,-1,41196313,41197819,5
ENST00000346315,ENSE00003687053,18,-1,41199660,41199720,1
ENST00000346315,ENSE00003628864,17,-1,41201138,41201211,1
ENST00000346315,ENSE00003477922,16,-1,41203080,41203134,1
ENST00000346315,ENSE00003458468,15,-1,41209069,41209152,1
ENST00000346315,ENSE00003672792,14,-1,41215350,41215390,1
ENST00000346315,ENSE00003591784,13,-1,41215891,41215968,1
ENST00000346315,ENSE00003527960,12,-1,41234421,41234592,1
ENST00000346315,ENSE00003547126,11,-1,41242961,41243049,1
ENST00000346315,ENSE00003522602,10,-1,41243452,41246877,1
ENST00000346315,ENSE00003463944,9,-1,41247863,41247939,1
ENST00000346315,ENSE00003587679,8,-1,41249261,41249306,1
ENST00000346315,ENSE00003642045,7,-1,41251792,41251897,1
ENST00000346315,ENSE00003513709,6,-1,41256139,41256278,1
ENST00000346315,ENSE00003531836,5,-1,41256885,41256973,1
ENST00000346315,ENSE00003541068,4,-1,41258473,41258550,1
ENST00000346315,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000346315,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000346315,ENSE00001601762,1,-1,41277294,41277468,1
ENST00000351666,ENSE00001312675,19,-1,41196313,41197819,5
ENST00000351666,ENSE00003687053,18,-1,41199660,41199720,1
ENST00000351666,ENSE00003628864,17,-1,41201138,41201211,1
ENST00000351666,ENSE00003477922,16,-1,41203080,41203134,1
ENST00000351666,ENSE00003458468,15,-1,41209069,41209152,1
ENST00000351666,ENSE00003672792,14,-1,41215350,41215390,1
ENST00000351666,ENSE00003591784,13,-1,41215891,41215968,1
ENST00000351666,ENSE00003492626,12,-1,41219625,41219712,1
ENST00000351666,ENSE00003497952,11,-1,41222945,41223255,1
ENST00000351666,ENSE00003537850,10,-1,41226348,41226538,1
ENST00000351666,ENSE00003484886,9,-1,41228505,41228631,1
ENST00000351666,ENSE00003527960,8,-1,41234421,41234592,1
ENST00000351666,ENSE00003547126,7,-1,41242961,41243049,1
ENST00000351666,ENSE00003642045,6,-1,41251792,41251897,1
ENST00000351666,ENSE00003513709,5,-1,41256139,41256278,1
ENST00000351666,ENSE00003531836,4,-1,41256885,41256973,1
ENST00000351666,ENSE00003541068,3,-1,41258473,41258550,1
ENST00000351666,ENSE00003510592,2,-1,41267743,41267796,1
ENST00000351666,ENSE00003559512,1,-1,41276034,41276132,1
ENST00000352993,ENSE00001312675,22,-1,41196313,41197819,5
ENST00000352993,ENSE00003687053,21,-1,41199660,41199720,1
ENST00000352993,ENSE00003628864,20,-1,41201138,41201211,1
ENST00000352993,ENSE00003477922,19,-1,41203080,41203134,1
ENST00000352993,ENSE00003458468,18,-1,41209069,41209152,1
ENST00000352993,ENSE00003672792,17,-1,41215350,41215390,1
ENST00000352993,ENSE00003591784,16,-1,41215891,41215968,1
ENST00000352993,ENSE00003492626,15,-1,41219625,41219712,1
ENST00000352993,ENSE00003497952,14,-1,41222945,41223255,1
ENST00000352993,ENSE00003537850,13,-1,41226348,41226538,1
ENST00000352993,ENSE00003484886,12,-1,41228505,41228631,1
ENST00000352993,ENSE00003527960,11,-1,41234421,41234592,1
ENST00000352993,ENSE00003547126,10,-1,41242961,41243049,1
ENST00000352993,ENSE00003463944,9,-1,41247863,41247939,1
ENST00000352993,ENSE00003587679,8,-1,41249261,41249306,1
ENST00000352993,ENSE00003642045,7,-1,41251792,41251897,1
ENST00000352993,ENSE00003513709,6,-1,41256139,41256278,1
ENST00000352993,ENSE00003531836,5,-1,41256885,41256973,1
ENST00000352993,ENSE00003541068,4,-1,41258473,41258550,1
ENST00000352993,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000352993,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000352993,ENSE00001946433,1,-1,41277288,41277500,1
ENST00000354071,ENSE00001312675,18,-1,41196313,41197819,5
ENST00000354071,ENSE00003687053,17,-1,41199660,41199720,1
ENST00000354071,ENSE00003628864,16,-1,41201138,41201211,1
ENST00000354071,ENSE00003477922,15,-1,41203080,41203134,1
ENST00000354071,ENSE00003458468,14,-1,41209069,41209152,1
ENST00000354071,ENSE00003672792,13,-1,41215350,41215390,1
ENST00000354071,ENSE00003527960,12,-1,41234421,41234592,1
ENST00000354071,ENSE00003547126,11,-1,41242961,41243049,1
ENST00000354071,ENSE00003522602,10,-1,41243452,41246877,1
ENST00000354071,ENSE00003463944,9,-1,41247863,41247939,1
ENST00000354071,ENSE00003587679,8,-1,41249261,41249306,1
ENST00000354071,ENSE00003642045,7,-1,41251792,41251897,1
ENST00000354071,ENSE00003513709,6,-1,41256139,41256278,1
ENST00000354071,ENSE00003531836,5,-1,41256885,41256973,1
ENST00000354071,ENSE00003541068,4,-1,41258473,41258550,1
ENST00000354071,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000354071,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000354071,ENSE00001946433,1,-1,41277288,41277500,1
ENST00000357654,ENSE00001814242,23,-1,41196312,41197819,1
ENST00000357654,ENSE00003687053,22,-1,41199660,41199720,1
ENST00000357654,ENSE00003628864,21,-1,41201138,41201211,1
ENST00000357654,ENSE00003477922,20,-1,41203080,41203134,1
ENST00000357654,ENSE00003458468,19,-1,41209069,41209152,1
ENST00000357654,ENSE00003672792,18,-1,41215350,41215390,1
ENST00000357654,ENSE00003591784,17,-1,41215891,41215968,1
ENST00000357654,ENSE00003492626,16,-1,41219625,41219712,1
ENST00000357654,ENSE00003497952,15,-1,41222945,41223255,1
ENST00000357654,ENSE00003537850,14,-1,41226348,41226538,1
ENST00000357654,ENSE00003484886,13,-1,41228505,41228631,1
ENST00000357654,ENSE00003527960,12,-1,41234421,41234592,1
ENST00000357654,ENSE00003547126,11,-1,41242961,41243049,1
ENST00000357654,ENSE00003522602,10,-1,41243452,41246877,1
ENST00000357654,ENSE00003463944,9,-1,41247863,41247939,1
ENST00000357654,ENSE00003587679,8,-1,41249261,41249306,1
ENST00000357654,ENSE00003642045,7,-1,41251792,41251897,1
ENST00000357654,ENSE00003513709,6,-1,41256139,41256278,1
ENST00000357654,ENSE00003531836,5,-1,41256885,41256973,1
ENST00000357654,ENSE00003541068,4,-1,41258473,41258550,1
ENST00000357654,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000357654,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000357654,ENSE00001871077,1,-1,41277288,41277387,1
ENST00000359597,ENSE00002204316,9,-1,7569404,7569562,1
ENST00000359597,ENSE00003636029,8,-1,7576853,7576926,1
ENST00000359597,ENSE00003586720,7,-1,7577019,7577155,1
ENST00000359597,ENSE00003504863,6,-1,7577499,7577608,1
ENST00000359597,ENSE00003462942,5,-1,7578177,7578289,1
ENST00000359597,ENSE00003518480,4,-1,7578371,7578554,1
ENST00000359597,ENSE00003625790,3,-1,7579312,7579590,1
ENST00000359597,ENSE00002419584,2,-1,7579700,7579721,1
ENST00000359597,ENSE00002337729,1,-1,7579839,7579912,1
ENST00000380152,ENSE00001184784,1,1,32889611,32889804,4
ENST00000380152,ENSE00001484009,2,1,32890559,32890664,1
ENST00000380152,ENSE00003666217,3,1,32893214,32893462,1
ENST00000380152,ENSE00003659301,4,1,32899213,32899321,1
ENST00000380152,ENSE00000939162,5,1,32900238,32900287,1
ENST00000380152,ENSE00000939163,6,1,32900379,32900419,1
ENST00000380152,ENSE00000939164,7,1,32900636,32900750,1
ENST00000380152,ENSE00000939165,8,1,32903580,32903629,1
ENST00000380152,ENSE00000939166,9,1,32905056,32905167,1
ENST00000380152,ENSE00000939167,10,1,32906409,32907524,1
ENST00000380152,ENSE00000939168,11,1,32910402,32915333,1
ENST00000380152,ENSE00000939169,12,1,32918695,32918790,1
ENST00000380152,ENSE00000939171,13,1,32920964,32921033,1
ENST00000380152,ENSE00000939173,14,1,32928998,32929425,1
ENST00000380152,ENSE00000939174,15,1,32930565,32930746,1
ENST00000380152,ENSE00000939175,16,1,32931879,32932066,1
ENST00000380152,ENSE00001394102,17,1,32936660,32936830,1
ENST00000380152,ENSE00000939177,18,1,32937316,32937670,1
ENST00000380152,ENSE00000939178,19,1,32944539,32944694,1
ENST00000380152,ENSE00000939180,20,1,32945093,32945237,1
ENST00000380152,ENSE00003461148,21,1,32950807,32950928,1
ENST00000380152,ENSE00000939183,22,1,32953454,32953652,1
ENST00000380152,ENSE00000939185,23,1,32953887,32954050,1
ENST00000380152,ENSE00000939187,24,1,32954144,32954282,1
ENST00000380152,ENSE00000939189,25,1,32968826,32969070,1
ENST00000380152,ENSE00003560258,26,1,32971035,32971181,1
ENST00000380152,ENSE00001184789,27,1,32972299,32973347,5
ENST00000412061,ENSE00002796714,2,-1,41245587,41246877,1
ENST00000412061,ENSE00002748719,1,-1,41247863,41247883,1
ENST00000413465,ENSE00001657961,7,-1,7565097,7565332,2
ENST00000413465,ENSE00003504863,6,-1,7577499,7577608,1
ENST00000413465,ENSE00003462942,5,-1,7578177,7578289,1
ENST00000413465,ENSE00003518480,4,-1,7578371,7578554,1
ENST00000413465,ENSE00003625790,3,-1,7579312,7579590,1
ENST00000413465,ENSE00002419584,2,-1,7579700,7579721,1
ENST00000413465,ENSE00002337729,1,-1,7579839,7579912,1
ENST00000420246,ENSE00002034209,12,-1,7571722,7573008,1
ENST00000420246,ENSE00003634848,11,-1,7573927,7574033,1
ENST00000420246,ENSE00003552110,10,-1,7576525,7576657,1
ENST00000420246,ENSE00003636029,9,-1,7576853,7576926,1
ENST00000420246,ENSE00003586720,8,-1,7577019,7577155,1
ENST00000420246,ENSE00003504863,7,-1,7577499,7577608,1
ENST00000420246,ENSE00003462942,6,-1,7578177,7578289,1
ENST00000420246,ENSE00003518480,5,-1,7578371,7578554,1
ENST00000420246,ENSE00003625790,4,-1,7579312,7579590,1
ENST00000420246,ENSE00002419584,3,-1,7579700,7579721,1
ENST00000420246,ENSE00002667911,2,-1,7579839,7579940,1
ENST00000420246,ENSE00002051192,1,-1,7590695,7590799,1
ENST00000441802,ENSE00002028444,27,-1,187508937,187510374,1
ENST00000441802,ENSE00003637797,26,-1,187516843,187516980,1
ENST00000441802,ENSE00001016638,25,-1,187517694,187518325,1
ENST00000441802,ENSE00003666327,24,-1,187518836,187518946,1
ENST00000441802,ENSE00003473665,23,-1,187519126,187519279,1
ENST00000441802,ENSE00001170861,22,-1,187521052,187521514,1
ENST00000441802,ENSE00001170870,21,-1,187522423,187522580,1
ENST00000441802,ENSE00001170880,20,-1,187524057,187524188,1
ENST00000441802,ENSE00001016642,19,-1,187524330,187525131,1
ENST00000441802,ENSE00001016653,18,-1,187525531,187525728,1
ENST00000441802,ENSE00001271118,17,-1,187527224,187527367,3
ENST00000441802,ENSE00001170912,16,-1,187530337,187530474,2
ENST00000441802,ENSE00001170919,15,-1,187530955,187531169,1
ENST00000441802,ENSE00001170927,14,-1,187532540,187532929,1
ENST00000441802,ENSE00001016649,13,-1,187534263,187534496,1
ENST00000441802,ENSE00001016644,12,-1,187535345,187535498,1
ENST00000441802,ENSE00001198148,11,-1,187538159,187538355,1
ENST00000441802,ENSE00001016636,10,-1,187538862,187542929,1
ENST00000441802,ENSE00001672978,9,-1,187549308,187549518,1
ENST00000441802,ENSE00001016648,8,-1,187549642,187549917,1
ENST00000441802,ENSE00001016643,7,-1,187554838,187554977,1
ENST00000441802,ENSE00001016652,6,-1,187557179,187557389,1
ENST00000441802,ENSE00001016640,5,-1,187557739,187558068,1
ENST00000441802,ENSE00001198187,4,-1,187560876,187560937,1
ENST00000441802,ENSE00001271227,3,-1,187584453,187584767,1
ENST00000441802,ENSE00001271254,2,-1,187627717,187630999,3
ENST00000441802,ENSE00002032048,1,-1,187644818,187645009,1
ENST00000445888,ENSE00002037735,11,-1,7571739,7573008,1
ENST00000445888,ENSE00003545950,10,-1,7573927,7574033,1
ENST00000445888,ENSE00003636029,9,-1,7576853,7576926,1
ENST00000445888,ENSE00003586720,8,-1,7577019,7577155,1
ENST00000445888,ENSE00003504863,7,-1,7577499,7577608,1
ENST00000445888,ENSE00003462942,6,-1,7578177,7578289,1
ENST00000445888,ENSE00003518480,5,-1,7578371,7578554,1
ENST00000445888,ENSE00003625790,4,-1,7579312,7579590,1
ENST00000445888,ENSE00002419584,3,-1,7579700,7579721,1
ENST00000445888,ENSE00001596491,2,-1,7579839,7579937,1
ENST00000445888,ENSE00002030826,1,-1,7590695,7590805,1
ENST00000455263,ENSE00002034209,12,-1,7571722,7573008,1
ENST00000455263,ENSE00003634848,11,-1,7573927,7574033,1
ENST00000455263,ENSE00003511286,10,-1,7576525,7576584,1
ENST00000455263,ENSE00003636029,9,-1,7576853,7576926,1
ENST00000455263,ENSE00003586720,8,-1,7577019,7577155,1
ENST00000455263,ENSE00003504863,7,-1,7577499,7577608,1
ENST00000455263,ENSE00003462942,6,-1,7578177,7578289,1
ENST00000455263,ENSE00003518480,5,-1,7578371,7578554,1
ENST00000455263,ENSE00003625790,4,-1,7579312,7579590,1
ENST00000455263,ENSE00002419584,3,-1,7579700,7579721,1
ENST00000455263,ENSE00002667911,2,-1,7579839,7579940,1
ENST00000455263,ENSE00002051192,1,-1,7590695,7590799,1
ENST00000461221,ENSE00003513816,23,-1,41197695,41197819,1
ENST00000461221,ENSE00003619905,22,-1,41199660,41199720,1
ENST00000461221,ENSE00003594926,21,-1,41201138,41201211,1
ENST00000461221,ENSE00003490535,20,-1,41203080,41203134,1
ENST00000461221,ENSE00003683848,19,-1,41209069,41209152,1
ENST00000461221,ENSE00003487887,18,-1,41215350,41215390,1
ENST00000461221,ENSE00003575366,17,-1,41215891,41215968,1
ENST00000461221,ENSE00003584020,16,-1,41219625,41219712,1
ENST00000461221,ENSE00003616681,15,-1,41222945,41223255,1
ENST00000461221,ENSE00003530917,14,-1,41226348,41226538,1
ENST00000461221,ENSE00003625780,13,-1,41228505,41228631,1
ENST00000461221,ENSE00003475006,12,-1,41234421,41234592,1
ENST00000461221,ENSE00003472181,11,-1,41242961,41243049,1
ENST00000461221,ENSE00003579170,10,-1,41243452,41246877,1
ENST00000461221,ENSE00003518965,9,-1,41247863,41247939,1
ENST00000461221,ENSE00003673367,8,-1,41249261,41249306,1
ENST00000461221,ENSE00003477699,7,-1,41251792,41251894,1
ENST00000461221,ENSE00003618767,6,-1,41256139,41256278,1
ENST00000461221,ENSE00003620244,5,-1,41256885,41256973,1
ENST00000461221,ENSE00001945886,4,-1,41258495,41258550,1
ENST00000461221,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000461221,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000461221,ENSE00001864149,1,-1,41277199,41277305,1
ENST00000461574,ENSE00001816775,4,-1,41228554,41228628,1
ENST00000461574,ENSE00003527960,3,-1,41234421,41234592,1
ENST00000461574,ENSE00003547126,2,-1,41242961,41243049,1
ENST00000461574,ENSE00001923559,1,-1,41243452,41243841,1
ENST00000461798,ENSE00001886573,7,-1,41251848,41251897,1
ENST00000461798,ENSE00003618767,6,-1,41256139,41256278,1
ENST00000461798,ENSE00003620244,5,-1,41256885,41256973,1
ENST00000461798,ENSE00001945886,4,-1,41258495,41258550,1
ENST00000461798,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000461798,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000461798,ENSE00001878709,1,-1,41277294,41277387,1
ENST00000467274,ENSE00001847936,10,-1,41243115,41246877,1
ENST00000467274,ENSE00003518965,9,-1,41247863,41247939,1
ENST00000467274,ENSE00003673367,8,-1,41249261,41249306,1
ENST00000467274,ENSE00003501023,7,-1,41251792,41251897,1
ENST00000467274,ENSE00003618767,6,-1,41256139,41256278,1
ENST00000467274,ENSE00003472279,5,-1,41256885,41256973,1
ENST00000467274,ENSE00003529128,4,-1,41258473,41258550,1
ENST00000467274,ENSE00003680843,3,-1,41267743,41267796,1
ENST00000467274,ENSE00003566275,2,-1,41276034,41276132,1
ENST00000467274,ENSE00001819633,1,-1,41277288,41277332,1
ENST00000468300,ENSE00001831829,22,-1,41196822,41197819,1
ENST00000468300,ENSE00003598175,21,-1,41199660,41199720,1
ENST00000468300,ENSE00003477922,20,-1,41203080,41203134,1
ENST00000468300,ENSE00003458468,19,-1,41209069,41209152,1
ENST00000468300,ENSE00003672792,18,-1,41215350,41215390,1
ENST00000468300,ENSE00003591784,17,-1,41215891,41215968,1
ENST00000468300,ENSE00003492626,16,-1,41219625,41219712,1
ENST00000468300,ENSE00003497952,15,-1,41222945,41223255,1
ENST00000468300,ENSE00003537850,14,-1,41226348,41226538,1
ENST00000468300,ENSE00001516235,13,-1,41228505,41228628,1
ENST00000468300,ENSE00003527960,12,-1,41234421,41234592,1
ENST00000468300,ENSE00003547126,11,-1,41242961,41243049,1
ENST00000468300,ENSE00001936588,10,-1,41246761,41246877,1
ENST00000468300,ENSE00003463944,9,-1,41247863,41247939,1
ENST00000468300,ENSE00003587679,8,-1,41249261,41249306,1
ENST00000468300,ENSE00003642045,7,-1,41251792,41251897,1
ENST00000468300,ENSE00003513709,6,-1,41256139,41256278,1
ENST00000468300,ENSE00003531836,5,-1,41256885,41256973,1
ENST00000468300,ENSE00003541068,4,-1,41258473,41258550,1
ENST00000468300,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000468300,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000468300,ENSE00001601762,1,-1,41277294,41277468,1
ENST00000470026,ENSE00001946902,10,-1,41245601,41246877,1
ENST00000470026,ENSE00003463944,9,-1,41247863,41247939,1
ENST00000470026,ENSE00003587679,8,-1,41249261,41249306,1
ENST00000470026,ENSE00003642045,7,-1,41251792,41251897,1
ENST00000470026,ENSE00003513709,6,-1,41256139,41256278,1
ENST00000470026,ENSE00003531836,5,-1,41256885,41256973,1
ENST00000470026,ENSE00003541068,4,-1,41258473,41258550,1
ENST00000470026,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000470026,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000470026,ENSE00001839986,1,-1,41277199,41277340,1
ENST00000470094,ENSE00001930817,1,1,32953977,32954050,1
ENST00000470094,ENSE00000939187,2,1,32954144,32954282,1
ENST00000470094,ENSE00000939189,3,1,32968826,32969070,1
ENST00000470094,ENSE00001926117,4,1,32970128,32970253,1
ENST00000470094,ENSE00003655009,5,1,32971035,32971181,1
ENST00000470094,ENSE00001907105,6,1,32972299,32972409,1
ENST00000471181,ENSE00001937547,24,-1,41197646,41197819,1
ENST00000471181,ENSE00003687053,23,-1,41199660,41199720,1
ENST00000471181,ENSE00003628864,22,-1,41201138,41201211,1
ENST00000471181,ENSE00003477922,21,-1,41203080,41203134,1
ENST00000471181,ENSE00003458468,20,-1,41209069,41209152,1
ENST00000471181,ENSE00003672792,19,-1,41215350,41215390,1
ENST00000471181,ENSE00003591784,18,-1,41215891,41215968,1
ENST00000471181,ENSE00003492626,17,-1,41219625,41219712,1
ENST00000471181,ENSE00003497952,16,-1,41222945,41223255,1
ENST00000471181,ENSE00003537850,15,-1,41226348,41226538,1
ENST00000471181,ENSE00001516235,14,-1,41228505,41228628,1
ENST00000471181,ENSE00001516237,13,-1,41231351,41231416,1
ENST00000471181,ENSE00003527960,12,-1,41234421,41234592,1
ENST00000471181,ENSE00003547126,11,-1,41242961,41243049,1
ENST00000471181,ENSE00003522602,10,-1,41243452,41246877,1
ENST00000471181,ENSE00003463944,9,-1,41247863,41247939,1
ENST00000471181,ENSE00003587679,8,-1,41249261,41249306,1
ENST00000471181,ENSE00003642045,7,-1,41251792,41251897,1
ENST00000471181,ENSE00003513709,6,-1,41256139,41256278,1
ENST00000471181,ENSE00003531836,5,-1,41256885,41256973,1
ENST00000471181,ENSE00003541068,4,-1,41258473,41258550,1
ENST00000471181,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000471181,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000471181,ENSE00001946433,1,-1,41277288,41277500,1
ENST00000472490,ENSE00001876698,2,-1,41219291,41219712,1
ENST00000472490,ENSE00001858912,1,-1,41222945,41223083,1
ENST00000473961,ENSE00001854353,4,-1,41246187,41246877,1
ENST00000473961,ENSE00003591036,3,-1,41251792,41251894,1
ENST00000473961,ENSE00003513709,2,-1,41256139,41256278,1
ENST00000473961,ENSE00001913831,1,-1,41256885,41256908,1
ENST00000476777,ENSE00003510655,9,-1,41247863,41247939,1
ENST00000476777,ENSE00003587679,8,-1,41249261,41249306,1
ENST00000476777,ENSE00003591036,7,-1,41251792,41251894,1
ENST00000476777,ENSE00003513709,6,-1,41256139,41256278,1
ENST00000476777,ENSE00003531836,5,-1,41256885,41256973,1
ENST00000476777,ENSE00003541068,4,-1,41258473,41258550,1
ENST00000476777,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000476777,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000476777,ENSE00001925912,1,-1,41277288,41277370,1
ENST00000477152,ENSE00001946212,9,-1,41245603,41246877,1
ENST00000477152,ENSE00003463944,8,-1,41247863,41247939,1
ENST00000477152,ENSE00003587679,7,-1,41249261,41249306,1
ENST00000477152,ENSE00003642045,6,-1,41251792,41251897,1
ENST00000477152,ENSE00003513709,5,-1,41256139,41256278,1
ENST00000477152,ENSE00003531836,4,-1,41256885,41256973,1
ENST00000477152,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000477152,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000477152,ENSE00001852567,1,-1,41277288,41277381,1
ENST00000478531,ENSE00001871565,18,-1,41215361,41215390,1
ENST00000478531,ENSE00003591784,17,-1,41215891,41215968,1
ENST00000478531,ENSE00003492626,16,-1,41219625,41219712,1
ENST00000478531,ENSE00003497952,15,-1,41222945,41223255,1
ENST00000478531,ENSE00003537850,14,-1,41226348,41226538,1
ENST00000478531,ENSE00003484886,13,-1,41228505,41228631,1
ENST00000478531,ENSE00003527960,12,-1,41234421,41234592,1
ENST00000478531,ENSE00003547126,11,-1,41242961,41243049,1
ENST00000478531,ENSE00001936588,10,-1,41246761,41246877,1
ENST00000478531,ENSE00003463944,9,-1,41247863,41247939,1
ENST00000478531,ENSE00003587679,8,-1,41249261,41249306,1
ENST00000478531,ENSE00003591036,7,-1,41251792,41251894,1
ENST00000478531,ENSE00003513709,6,-1,41256139,41256278,1
ENST00000478531,ENSE00003531836,5,-1,41256885,41256973,1
ENST00000478531,ENSE00003541068,4,-1,41258473,41258550,1
ENST00000478531,ENSE00003510592,3,-1,41267743,41267796,1
ENST00000478531,ENSE00003559512,2,-1,41276034,41276132,1
ENST00000478531,ENSE00001896310,1,-1,41277294,41277376,1
ENST00000484087,ENSE00001871565,12,-1,41215361,41215390,1
ENST00000484087,ENSE00003591784,11,-1,41215891,41215968,1
ENST00000484087,ENSE00003492626,10,-1,41219625,41219712,1
ENST00000484087,ENSE00003497952,9,-1,41222945,41223255,1
ENST00000484087,ENSE00003537850,8,-1,41226348,41226538,1
ENST00000484087,ENSE00003484886,7,-1,41228505,41228631,1
ENST00000484087,ENSE00003527960,6,-1,41234421,41234592,1
ENST00000484087,ENSE00003547126,5,-1,41242961,41243049,1
ENST00000484087,ENSE00001936588,4,-1,41246761,41246877,1
ENST00000484087,ENSE00003591036,3,-1,41251792,41251894,1
ENST00000484087,ENSE00003513709,2,-1,41256139,41256278,1
ENST00000484087,ENSE00001815807,1,-1,41256885,41256933,1
ENST00000487825,ENSE00003500179,7,-1,41228505,41228631,1
ENST00000487825,ENSE00003527960,6,-1,41234421,41234592,1
